Brand,Model,128GB 12GB RAM_128GB 12GB RAM,128GB 12GB RAM_256GB 12GB RAM,128GB 12GB RAM_256GB 8GB RAM,128GB 12GB RAM_512GB 12GB RAM,128GB 12GB RAM_512GB 16GB RAM,128GB 16GB RAM_128GB 16GB RAM,128GB 16GB RAM_256GB 16GB RAM,128GB 16GB RAM_512GB 16GB RAM,128GB 4GB RAM_128GB 4GB RAM,128GB 4GB RAM_128GB 6GB RAM,128GB 4GB RAM_128GB 8GB RAM,128GB 4GB RAM_256GB 4GB RAM,128GB 4GB RAM_256GB 6GB RAM,128GB 4GB RAM_256GB 8GB RAM,128GB 4GB RAM_512GB 4GB RAM,128GB 4GB RAM_512GB 8GB RAM,128GB 4GB RAM_64GB 3GB RAM,128GB 4GB RAM_64GB 4GB RAM,128GB 4GB RAM_64GB 6GB RAM,128GB 6GB RAM_128GB 4GB RAM,128GB 6GB RAM_128GB 6GB RAM,128GB 6GB RAM_128GB 8GB RAM,128GB 6GB RAM_256GB 12GB RAM,128GB 6GB RAM_256GB 6GB RAM,128GB 6GB RAM_256GB 8GB RAM,128GB 6GB RAM_512GB 6GB RAM,128GB 6GB RAM_64GB 4GB RAM,128GB 6GB RAM_64GB 6GB RAM,128GB 8GB RAM_128GB 12GB RAM,128GB 8GB RAM_128GB 4GB RAM,128GB 8GB RAM_128GB 6GB RAM,128GB 8GB RAM_128GB 8GB RAM,128GB 8GB RAM_256GB 12GB RAM,128GB 8GB RAM_256GB 16GB RAM,128GB 8GB RAM_256GB 8GB RAM,128GB 8GB RAM_512GB 12GB RAM,128GB 8GB RAM_512GB 8GB RAM,128GB 8GB RAM_64GB 4GB RAM,128MB 48MB RAM_128MB 48MB RAM,128MB 64MB RAM_128MB 64MB RAM,164MB_164MB,16GB 1.5GB RAM_16GB 1.5GB RAM,16GB 2GB RAM_16GB 2GB RAM,1TB 16GB RAM_1TB 16GB RAM,1TB 16GB RAM_512GB 12GB RAM,1TB 24GB RAM_1TB 24GB RAM,256GB 12GB RAM_128GB 12GB RAM,256GB 12GB RAM_128GB 8GB RAM,256GB 12GB RAM_1TB 12GB RAM,256GB 12GB RAM_1TB 16GB RAM,256GB 12GB RAM_1TB 24GB RAM,256GB 12GB RAM_256GB 12GB RAM,256GB 12GB RAM_256GB 16GB RAM,256GB 12GB RAM_256GB 8GB RAM,256GB 12GB RAM_512GB 12GB RAM,256GB 12GB RAM_512GB 16GB RAM,256GB 16GB RAM_1TB 16GB RAM,256GB 16GB RAM_256GB 16GB RAM,256GB 16GB RAM_512GB 16GB RAM,256GB 4GB RAM_128GB 4GB RAM,256GB 4GB RAM_256GB 4GB RAM,256GB 4GB RAM_64GB 4GB RAM,256GB 6GB RAM_256GB 6GB RAM,256GB 8GB RAM_128GB 4GB RAM,256GB 8GB RAM_128GB 6GB RAM,256GB 8GB RAM_128GB 8GB RAM,256GB 8GB RAM_1TB 8GB RAM,256GB 8GB RAM_256GB 12GB RAM,256GB 8GB RAM_256GB 8GB RAM,256GB 8GB RAM_512GB 12GB RAM,256GB 8GB RAM_512GB 8GB RAM,256GB 8GB RAM_64GB 4GB RAM,32GB 1GB RAM_32GB 1GB RAM,32GB 2GB RAM_128GB 4GB RAM,32GB 2GB RAM_32GB 2GB RAM,32GB 2GB RAM_32GB 3GB RAM,32GB 2GB RAM_64GB 3GB RAM,32GB 2GB RAM_64GB 4GB RAM,32GB 3GB RAM_128GB 4GB RAM,32GB 3GB RAM_32GB 3GB RAM,32GB 3GB RAM_64GB 3GB RAM,32GB 3GB RAM_64GB 4GB RAM,32GB/64GB 2GB RAM_32GB/64GB 2GB RAM,32GB_32GB,4GB 512MB RAM_4GB 512MB RAM,512GB 12GB RAM_1TB 12GB RAM,512GB 12GB RAM_1TB 16GB RAM,512GB 12GB RAM_256GB 12GB RAM,512GB 12GB RAM_256GB 8GB RAM,512GB 12GB RAM_512GB 12GB RAM,512GB 12GB RAM_512GB 16GB RAM,512GB 16GB RAM_512GB 16GB RAM,512GB 8GB RAM_128GB 8GB RAM,512GB 8GB RAM_256GB 8GB RAM,512GB 8GB RAM_512GB 8GB RAM,512GB_512GB,64GB 2GB RAM_64GB 2GB RAM,64GB 3GB RAM_128GB 3GB RAM,64GB 3GB RAM_128GB 4GB RAM,64GB 3GB RAM_128GB 6GB RAM,64GB 3GB RAM_256GB 3GB RAM,64GB 3GB RAM_32GB 2GB RAM,64GB 3GB RAM_64GB 3GB RAM,64GB 3GB RAM_64GB 4GB RAM,64GB 4GB RAM_128GB 4GB RAM,64GB 4GB RAM_128GB 6GB RAM,64GB 4GB RAM_128GB 8GB RAM,64GB 4GB RAM_256GB 4GB RAM,64GB 4GB RAM_256GB 6GB RAM,64GB 4GB RAM_32GB 3GB RAM,64GB 4GB RAM_512GB 4GB RAM,64GB 4GB RAM_64GB 3GB RAM,64GB 4GB RAM_64GB 4GB RAM,64GB 4GB RAM_64GB 6GB RAM,64GB 6GB RAM_128GB 6GB RAM,64GB 6GB RAM_128GB 8GB RAM,64GB 6GB RAM_64GB 6GB RAM,64GB_64GB,8GB_8GB,Battery_Charging,Battery_Music play,Battery_Stand-by,Battery_Talk time,Battery_Type,Body_Build,Body_Dimensions,Body_Keyboard,Body_SIM,Body_Weight,Comms_Bluetooth,Comms_Infrared port,Comms_NFC,Comms_Positioning,Comms_Radio,Comms_USB,Comms_WLAN,Display_Protection,Display_Resolution,Display_Size,Display_Type,EU LABEL_Battery,EU LABEL_Energy,EU LABEL_Free fall,EU LABEL_Repairability,Features_Alarm,Features_Browser,Features_Clock,Features_Games,Features_Java,Features_Languages,Features_Messaging,Features_Sensors,Launch_Announced,Launch_Status,Main Camera_Dual,Main Camera_Dual or Triple,Main Camera_Features,Main Camera_Five,Main Camera_Penta,Main Camera_Quad,Main Camera_Single,Main Camera_Triple,Main Camera_Video,Memory_Call records,Memory_Card slot,Memory_Internal,Memory_Phonebook,Misc_Colors,Misc_Models,Misc_Price,Misc_SAR,Misc_SAR EU,Network_2G bands,Network_3G bands,Network_4G bands,Network_5G bands,Network_EDGE,Network_GPRS,Network_Speed,Network_Technology,Our Tests_Audio quality,Our Tests_Battery,Our Tests_Battery (old),Our Tests_Camera,Our Tests_Display,Our Tests_Loudspeaker,Our Tests_Performance,Platform_CPU,Platform_Chipset,Platform_GPU,Platform_OS,Selfie camera_Dual,Selfie camera_Features,Selfie camera_Single,Selfie camera_Triple,Selfie camera_Video,Sound_3.5mm jack,Sound_Alert types,Sound_Loudspeaker,Unspecified_Unspecified
Motorola,Motorola Krzr K3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 340 h,Up to 3 h,Removable Li-Ion 910 mAh battery,,"103 x 42.3 x 16.3 mm, 63 cc (4.06 x 1.67 x 0.64 in)",,Mini-SIM,110 g (3.88 oz),"2.0, A2DP",,,No,No,miniUSB,No,,"240 x 320 pixels, 4:3 ratio (~200 ppi density)","2.0 inches, 31 x 41 mm, 12.4 cm2 (~28.4% screen-to-body ratio)","TFT, 256K colors",,,,,,HTML(Opera 8.0),,Yes,"Yes, MIDP 2.0",,"SMS, EMS, MMS, Email",,"2007, February",Discontinued,,,,,,,2 MP,,QCIF,"10 dialed, 10 received, 10 missed calls",microSD (dedicated slot),50MB,"1000 entries, Photocall","Dark Pearl Gray, Stone Gray",,About 80 EUR,0.17 W/kg (head)     0.34 W/kg (body),0.45 W/kg (head),GSM 900 / 1800 / 1900,HSDPA 2100,,,,,HSPA 3.6/0.384 Mbps,GSM / HSPA,,,,,,,,,,,,,,VGA videocall camera,,,No,"Vibration; Downloadable polyphonic, MP3 ringtones",Yes,
Motorola,Motorola Slvr L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 350 h,Up to 4 h,Removable Li-Ion 880 mAh battery (BK60),,"113 x 49 x 11.5 mm, 59 cc (4.45 x 1.93 x 0.45 in)",,Mini-SIM,96 g (3.39 oz),"2.0, A2DP",,,No,"Stereo FM radio, RDS",miniUSB 1.1,No,,176 x 220 pixels (~148 ppi density),"1.9 inches, 11.4 cm2 (~20.5% screen-to-body ratio)","TFT, 256K colors",,,,,,WAP 2.0/xHTML,,Yes + downloadable,"Yes, MIDP 2.0",,"SMS, EMS, MMS, Email, Instant Messaging",,"2007, February",Discontinued,,,,,,,2 MP,,CIF,"10 dialed, 10 received, 10 missed calls",microSD (dedicated slot),20MB,"Yes, Photo call",,,About 70 EUR,1.48 W/kg (head)     0.70 W/kg (body),1.02 W/kg (head),GSM 850 / 900 / 1800 / 1900,,,,Class 10,Class 10,,GSM,,,,,,,,,,,,,,,,,No,"Vibration; Downloadable polyphonic, MP3 ringtones",Yes,
Motorola,Motorola Q 9H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 480 h,Up to 6 h 30 min,Removable Li-Ion 1170 mAh battery,,"118 x 67 x 11.8 mm, 85 cc (4.65 x 2.64 x 0.46 in)",QWERTY,Mini-SIM,134 g (4.73 oz),"2.0, A2DP",,,GPS (Q 9h global only),No,microUSB 2.0,No,,"320 x 240 pixels, 4:3 ratio (~167 ppi density)","2.4 inches, 17.8 cm2 (~22.6% screen-to-body ratio)","TFT, 65k colors",,,,,,HTML (Opera),,,,,,,"2007, February",Discontinued,,,LED flash,,,,2 MP,,@30fps,,microSDHC (dedicated slot),"96MB RAM, 256MB ROM",,"Silver, Black",,About 70 EUR,1.29 W/kg (head)     1.53 W/kg (body),,GSM 850 / 900 / 1800 / 1900,HSDPA 2100 - Q 9h,,,,,HSPA 3.6/0.384 Mbps,GSM / HSPA,,,,,,,,325 MHz,,,Microsoft Windows Mobile 6.0 Standard,,,,,,No,"Vibration; Polyphonic, MP3 ringtones","Yes, with stereo speakers",
Motorola,Motorola Q8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 240 h,Up to 5 h,Removable Li-Ion 1170 mAh battery,,"116 x 64 x 11.5 mm, 85 cc (4.57 x 2.52 x 0.45 in)",QWERTY,Mini-SIM,115 g (4.06 oz),1.2,Yes,,No,No,miniUSB 1.1,No,,"320 x 240 pixels, 4:3 ratio (~167 ppi density)","2.4 inches, 36 x 48 mm, 17.8 cm2 (~24.0% screen-to-body ratio)","TFT, 65k colors",,,,,,HTML (Pocket IE),,,,,,,"2005, July",Discontinued,,,LED flash,,,,1.3 MP,,Yes,,"miniSDIO, 128 MB included",40MB,,"Silver, Black",,About 150 EUR,,,GSM 850 / 900 / 1800 / 1900,,,,Class 10,Class 10,,GSM,,,,,,,,32-bit Intel XScale PXA270 312MHz,,,Microsoft Windows Mobile 6.0 Standard Edition,,,,,,No,Vibration; Downloadable polyphonic ringtones,"Yes, with stereo speakers",
Motorola,Motorola W510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 350 h,Up to 7 h 30 min,Removable Li-Ion 880 mAh battery,,"99 x 46 x 17.5 mm, 70 cc (3.90 x 1.81 x 0.69 in)",,Mini-SIM,107 g (3.77 oz),"2.0, A2DP",,,No,No,miniUSB 1.1,No,,176 x 220 pixels (~148 ppi density),"1.9 inches, 11.4 cm2 (~24.9% screen-to-body ratio)","TFT, 256K colors",,,,,,WAP 2.0/xHTML,,Yes,"Yes, MIDP 2.0",,"SMS, MMS, Email, Instant Messaging",,"2007, February",Discontinued,,,,,,,1.3 MP,,Yes,"40 dialed, 40 received, 40 missed calls",microSD (dedicated slot),20MB,"Yes, Photocall",Dark Pearl Gray,,About 50 EUR,1.08 W/kg (head)     0.55 W/kg (body),0.76 W/kg (head),GSM 850 / 900 / 1800 / 1900,,,,Class 12,Class 12,,GSM,,,,,,,,,,,,,,,,,No,"Vibration; Downloadable polyphonic, MP3 ringtones",Yes,
Motorola,Motorola W215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 300 h,Up to 7 h,Removable Li-Ion 850 mAh battery,,"108 x 44 x 14.9 mm, 65 cc (4.25 x 1.73 x 0.59 in)",,Mini-SIM,78 g (2.75 oz),No,,,No,FM radio,No,No,,"128 x 128 pixels, 1:1 ratio",,"TFT, 65K colors",,,,,,No,,Yes,No,,SMS,,"2007, February. Released 2008, January",Discontinued,,,,,,,VGA,,Yes,"10 dialed, 10 received, 10 missed calls",No,1MB,500 numbers,,,About 40 EUR,1.00 W/kg (head)     0.64 W/kg (body),0.64 W/kg (head),GSM 900 / 1800,,,,No,No,,GSM,,,,,,,,,,,,,,,,,No,"Vibration; Polyphonic ringtones, composer",Yes,
Motorola,Motorola W205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 300 h,Up to 7 h,Removable Li-Ion 850 mAh battery,,"108 x 44 x 14.9 mm, 65 cc (4.25 x 1.73 x 0.59 in)",,Mini-SIM,78 g (2.75 oz),No,,,No,No,No,No,,"128 x 128 pixels, 1:1 ratio",,"CSTN, 65K colors",,,,,,No,,3 preloaded,No,,SMS,,"2007, February",Discontinued,,,,,,,,,,"10 dialed, 10 received, 10 missed calls",No,1MB,500 numbers,,,About 30 EUR,,,GSM 900 / 1800,,,,No,No,,GSM,,,,,,,,,,,,,,,,,No,"Vibration; Polyphonic(32) ringtones, composer",Yes,
Motorola,Motorola Rokr Z6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 400 h,Up to 7 h,Removable Li-Ion 720 mAh battery (BC50),,"105 x 45 x 16.2 mm, 69 cc (4.13 x 1.77 x 0.64 in)",,Mini-SIM,105 g (3.70 oz),"2.0, A2DP",,,No,No,miniUSB 2.0,No,,"240 x 320 pixels, 4:3 ratio (~190 ppi density)","2.1 inches, 31 x 42 mm, 13.7 cm2 (~28.9% screen-to-body ratio)","TFT, 256K colors",,,,,,"WAP 2.0/xHTML, HTML (Opera 8.5)",,,,,,,"2007, January",Discontinued,,,LED flash,,,,2 MP,,QCIF,,microSD (dedicated slot),64MB,,Black,,About 90 EUR,1.25 W/kg (head)     0.34 W/kg (body),0.98 W/kg (head),GSM 850 / 900 / 1800 / 1900,,,,Class 12,Class 12,,GSM,,,,,,,,32-bit Freescale MXC275-30,,,Linux / Java-based MOTOMAGX,,,,,,No,"Vibration; Downloadable polyphonic, MP3, AAC ringtones",Yes,
Motorola,Motorola Rokr E6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 235 h,Up to 7 h,Removable Li-Ion 1000 mAh battery,,111 x 51.5 x 14.5 mm (4.37 x 2.03 x 0.57 in),,Mini-SIM,121 g (4.27 oz),"2.0, A2DP",,,No,FM radio,2.0,No,,"240 x 320 pixels, 4:3 ratio (~167 ppi density)","2.4 inches, 17.8 cm2 (~31.2% screen-to-body ratio)","TFT resistive touchscreen, 256K colors",,,,,,"WAP 2.0/xHTML, HTML",,,,,,,"2006, December",Discontinued,,,,,,,2 MP,,CIF,,"SD, up to 2 GB",8MB,,Black,,About 140 EUR,,,GSM 900 / 1800 / 1900,,,,Class 10,Class 10,,GSM,,,,,,,,32-bit Intel XScale PXA270 312 MHz,,,Linux,,,,,,Yes,"Vibration; Downloadable polyphonic, MP3, AAC ringtones",Yes,
Motorola,Motorola Slvr L7E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 350 h,Up to 6 h 40 min,Removable Li-Ion 880 mAh battery (BK60),,"113 x 49 x 11.5 mm, 59 cc (4.45 x 1.93 x 0.45 in)",,Mini-SIM,96 g (3.39 oz),"2.0, A2DP",,,No,No,miniUSB,No,,"176 x 220 pixels, 9 lines (~148 ppi density)","1.9 inches, 30 x 37 mm, 11.4 cm2 (~20.5% screen-to-body ratio)","TFT, 256K colors",,,,,,WAP 2.0/xHTML,,Yes + downloadable,"Yes, MIDP 2.0",,"SMS, EMS, MMS, Email, Instant Messaging",,"2006, October",Discontinued,,,,,,,1.3 MP,,Yes,"10 dialed, 10 received, 10 missed calls",microSD (dedicated slot),20MB,"1000 entries, Photo call",Blue,,About 100 EUR,,,GSM 850 / 900 / 1800 / 1900,,,,Class 10,Class 10,,GSM,,,,,,,,,,,,,,,,,No,"Vibration; Downloadable polyphonic, MP3 ringtones",Yes,
Motorola,Motorola Razr Maxx V6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 375 h,Up to 3 h,Removable Li-Ion 940 mAh battery,,104 x 53 x 15 mm (4.09 x 2.09 x 0.59 in),,Mini-SIM,105 g (3.70 oz),"2.0, A2DP",,,No,No,2.0,No,,"240 x 320 pixels, 4:3 ratio (~182 ppi density)","2.2 inches, 33 x 45 mm, 15.0 cm2 (~27.2% screen-to-body ratio)","TFT, 256K colors",,,,,,"WAP 2.0/xHTML, HTML (Opera 8)",,Yes,"Yes, MIDP 2.0",,"SMS, EMS, MMS, Instant Messaging",,"2006, July",Discontinued,,,LED flash,,,,2 MP,,Yes,"10 dialed, 10 received, 10 missed calls",microSD (dedicated slot),50MB,"1000 entries, Photocall",Black,,About 140 EUR,,,GSM 900 / 1800 / 1900,HSDPA 2100,,,,,HSPA 3.6/0.384 Mbps,GSM / HSPA,,,,,,,,,,,,,,VGA videocall camera,,,No,"Vibration; Downloadable polyphonic, MP3 ringtones",Yes,
Motorola,Motorola Razr V3Xx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 290 h,Up to 3 h,Removable Li-Ion 940 mAh battery,,"103 x 53 x 15 mm, 80 cc (4.06 x 2.09 x 0.59 in)",,Mini-SIM,107 g (3.77 oz),"2.0, A2DP",,,No,No,miniUSB,No,,"240 x 320 pixels, 4:3 ratio (~182 ppi density)","2.2 inches, 33 x 45 mm, 15.0 cm2 (~27.5% screen-to-body ratio)","TFT, 256K colors",,,,,,"WAP 2.0/xHTML, HTML (Opera)",,Yes,"Yes, MIDP 2.0",,"SMS, EMS, MMS, Email, Instant Messaging",,"2006, July",Discontinued,,,,,,,1.3 MP,,Yes,"10 dialed, 10 received, 10 missed calls",microSD (dedicated slot),50MB,"1000 entries, Photocall",Black,,About 160 EUR,,,GSM 900 / 1800 / 1900,HSDPA 850 / 1900,,,,,HSPA 3.6/0.384 Mbps,GSM / HSPA,,,,,,,,,,,,,,VGA videocall camera,,,No,"Vibration; Downloadable polyphonic, MP3 ringtones",Yes,
Motorola,Motorola Rizr Z3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 350 h,Up to 6 h 40 min,Removable Li-Ion 720 mAh battery (BC50),,106 x 46 x 16 mm (4.17 x 1.81 x 0.63 in),,Mini-SIM,115 g (4.06 oz),"2.0, A2DP",,,No,No,1.1,No,,176 x 220 pixels (~148 ppi density),"1.9 inches, 30 x 37 mm, 11.4 cm2 (~23.3% screen-to-body ratio)","TFT, 256K colors",,,,,,WAP 2.0/xHTML,,Yes,"Yes, MIDP 2.0",,"SMS, EMS, MMS, Email, Instant Messaging",,"2006, July",Discontinued,,,LED flash,,,,2 MP,,Yes,"10 dialed, 10 received, 10 missed calls",microSD (dedicated slot),16MB,"1000 entries, Photocall","Red, Blue, Black",,About 100 EUR,,,GSM 850 / 900 / 1800 / 1900,,,,Yes,Class 12,,GSM,,,,,,,,,,,,,,,,,No,"Vibration; Downloadable polyphonic, MP3 ringtones",Yes,
Motorola,Motorola Krzr K1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 300 h,Up to 6 h,Removable Li-Ion 700 mAh battery (BC50),,103 x 42 x 16 mm (4.06 x 1.65 x 0.63 in),,Mini-SIM,102 g (3.60 oz),"1.2, A2DP",,,No,No,Proprietary,No,,176 x 220 pixels (~148 ppi density),"1.9 inches, 30 x 37 mm, 11.4 cm2 (~26.3% screen-to-body ratio)","TFT, 256K colors",,,,,,WAP 2.0/xHTML,,Yes,"Yes, MIDP 2.0",,"SMS, EMS, MMS, Email, Instant Messaging",,"2006, July",Discontinued,,,,,,,2 MP,,CIF,"40 dialed, 40 received, 40 missed calls",microSD (dedicated slot),20MB,"1000 x 20 fields, Photo call","Cosmic Blue, Silver Sail",,About 110 EUR,,,GSM 850 / 900 / 1800 / 1900,,,,Class 12,Class 10,,GSM,,,,,,,,,,,,,,,,,No,"Vibration; Downloadable polyphonic, MP3 ringtones",Yes,
Motorola,Motorola W209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 310 h,Up to 7 h 30 min,Removable Li-Ion battery,,"108 x 44 x 14.9 mm, 65 cc (4.25 x 1.73 x 0.59 in)",,Mini-SIM,78 g (2.75 oz),No,,,No,FM radio,No,No,,"128 x 128 pixels, 1:1 ratio (~113 ppi density)","1.6 inches, 28 x 28 mm, 8.3 cm2 (~17.4% screen-to-body ratio)","TFT, 65K colors",,,,,,No,,Yes,No,,SMS,,2007,Discontinued,,,,,,,,,,"10 dialed, 10 received, 10 missed calls",No,,500 numbers,"Red, Silver",,About 50 EUR,,,GSM 900 / 1800,,,,No,No,,GSM,,,,,,,,,,,,,,,,,No,"Vibration; Polyphonic(64) ringtones, composer",Yes,
Motorola,Motorola W375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 250 h,Up to 7 h 30 min,Removable Li-Ion 850 mAh battery (BT50),,"99 x 45 x 18.6 mm, 73 cc (3.90 x 1.77 x 0.73 in)",,Mini-SIM,88 g (3.10 oz),No,,,No,FM radio,miniUSB,No,,128 x 160 pixels (~114 ppi density),"1.8 inches, 28 x 35 mm, 10.2 cm2 (~22.9% screen-to-body ratio)","TFT, 65K colors",,,,,,WAP 2.0/xHTML,,"Football, Crazy and Space",No,,"SMS, EMS, MMS",,"2006, June",Discontinued,,,,,,,VGA,,No,"10 dialed, 10 received, 10 missed calls",No,1.5MB,100 entries,"Cannon Gray, Lustrous Silver, Mandarin Orange.",,About 70 EUR,,,GSM 900 / 1800 / 1900,,,,No,Class 8,,GSM,,,,,,,,,,,,,,,,,No,"Vibration; Downloadable polyphonic, MP3 ringtones, composer",Yes,
Motorola,Motorola W208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 300 h,Up to 7 h 50 min,Removable Li-Ion 850 mAh battery,,"108 x 44 x 14.9 mm, 65 cc (4.25 x 1.73 x 0.59 in)",,Mini-SIM,78 g (2.75 oz),No,,,No,FM radio,No,No,,"128 x 128 pixels, 1:1 ratio (~113 ppi density)","1.6 inches, 28 x 28 mm, 8.3 cm2 (~17.4% screen-to-body ratio)","TFT, 65K colors",,,,,,No,,"3 - Football, Crazy and Space",No,,SMS,,"2006, June",Discontinued,,,,,,,,,,"10 dialed, 10 received, 10 missed calls",No,,200 numbers,"Red, Silver",,About 40 EUR,,,GSM 900 / 1800,,,,No,No,,GSM,,,,,,,,,,,,,,,,,No,"Vibration; Polyphonic(64) ringtones, composer",Yes,
Motorola,Motorola Motofone F3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 300 h,Up to 4 h 30 min,Removable Li-Ion 800 mAh battery,,"114 x 47 x 9 mm, 48 cc (4.49 x 1.85 x 0.35 in)",,Mini-SIM,70 g (2.47 oz),No,,,No,No,No,No,,2 x 6 chars,"2.2 inches, 34 x 43 mm",Alphanumeric,,,,,,No,,No,No,,SMS,,"2006, June",Discontinued,,,,,,,,,,"20 dialed, received, missed calls",No,,SIM only,"Black, Blue, Red",,About 40 EUR,,,GSM 900 / 1800,,,,No,No,,GSM,,,,,,,,,,,,,,,,,No,Vibration; Polyphonic(8) ringtones,No,
Motorola,Motorola W220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Up to 290 h,Up to 8 h,Removable Li-Ion 880 mAh battery,,"95 x 46 x 16.7 mm, 74 cc (3.74 x 1.81 x 0.66 in)",,Mini-SIM,93 g (3.28 oz),No,,,No,FM radio,No,No,,"128 x 128 pixels, 1:1 ratio (~113 ppi density)","1.6 inches, 28 x 28 mm, 8.3 cm2 (~18.9% screen-to-body ratio)","CSTN, 65K colors",,,,,,WAP 2.0/xHTML,,"Yes - Football, Rebels, Crazy",No,,"SMS, EMS, MMS",,"2006, February",Discontinued,,,,,,,,,,"10 dialed, 10 received, 10 missed calls",No,500 KB,600 entries,,,About 50 EUR,,,GSM 900 / 1800,,,,No,Class 8,,GSM,,,,,,,,,,,,,,,,,No,"Vibration; Downloadable polyphonic, MP3-like ringtones, composer",No,
